,ARO Accession,CVTERM ID,Model Sequence ID,Model ID,Model Name,ARO Name,Protein Accession,DNA Accession,AMR Gene Family,Drug Class,Resistance Mechanism
304,ARO:3001729,38129,5636,3440,OXA-273,OXA-273,ENW12288.1,APQN01000012.1,OXA beta-lactamase,cephalosporin;penam,antibiotic inactivation
305,ARO:3001728,38128,5635,3439,OXA-272,OXA-272,ENW16915.1,APQP01000003.1,OXA beta-lactamase,cephalosporin;penam,antibiotic inactivation
306,ARO:3004597,42528,5310,3299,Klebsiella pneumoniae KpnH,Klebsiella pneumoniae KpnH,EOU56998.1,ASTU01000063.1,major facilitator superfamily (MFS) antibiotic efflux pump,aminoglycoside antibiotic;carbapenem;cephalosporin;fluoroquinolone antibiotic;macrolide antibiotic;penam;penem;peptide antibiotic,antibiotic efflux
307,ARO:3000955,37335,1652,956,TEM-88,TEM-88,AAK14792.1,AY027590,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
308,ARO:3001092,37472,1235,1286,SHV-34,SHV-34,AAK64187.1,AY036620,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
309,ARO:3001090,37470,1066,306,SHV-32,SHV-32,AAK69828.1,AY037778,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
310,ARO:3002455,38855,1580,999,LEN-2,LEN-2,AAK69830.1,AY037780,LEN beta-lactamase,penam;penem,antibiotic inactivation
311,ARO:3000956,37336,1727,647,TEM-89,TEM-89,AAK71474.1,AY039040,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
312,ARO:3000965,37345,923,86,TEM-102,TEM-102,AAK82652.1,AY040093,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
313,ARO:3003552,40155,3451,24,fusB,fusB,AAL12234.1,AY047358,fusidic acid inactivation enzyme,fusidic acid,antibiotic inactivation
314,ARO:3002403,38803,1695,203,OXY-2-8,OXY-2-8,AAL17873.1,AY055205,OXY beta-lactamase,cephalosporin;monobactam;penam,antibiotic inactivation
315,ARO:3000412,36551,4745,952,sul2,sul2,AAL59753.1,AY055428.1,sulfonamide resistant sul,sulfonamide antibiotic;sulfone antibiotic,antibiotic target replacement
316,ARO:3001101,37481,1947,768,SHV-43,SHV-43,AAL40899.1,AY065991,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
317,ARO:3001093,37473,1315,210,SHV-35,SHV-35,AAL68926.1,AY070258,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
318,ARO:3000973,37353,1566,580,TEM-110,TEM-110,AAL68923.1,AY072920,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
319,ARO:3002410,38810,1939,436,OXY-4-1,OXY-4-1,AAL78161.1,AY077481,OXY beta-lactamase,cephalosporin;monobactam;penam,antibiotic inactivation
320,ARO:3002391,38791,815,1823,OXY-1-3,OXY-1-3,AAL78275.1,AY077482,OXY beta-lactamase,cephalosporin;monobactam;penam,antibiotic inactivation
321,ARO:3002392,38792,896,1481,OXY-1-4,OXY-1-4,AAL78276.1,AY077483,OXY beta-lactamase,cephalosporin;monobactam;penam,antibiotic inactivation
322,ARO:3002401,38801,1540,1869,OXY-2-6,OXY-2-6,AAL78278.2,AY077485,OXY beta-lactamase,cephalosporin;monobactam;penam,antibiotic inactivation
323,ARO:3002398,38798,1307,2045,OXY-2-3,OXY-2-3,AAL78281.2,AY077488,OXY beta-lactamase,cephalosporin;monobactam;penam,antibiotic inactivation
324,ARO:3001096,37476,1561,527,SHV-38,SHV-38,AAL79576.1,AY079099,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
325,ARO:3002923,39357,122,1004,vanRD,vanRD,AAM09851.1,AY082011,glycopeptide resistance gene cluster;vanR,glycopeptide antibiotic,antibiotic target alteration
326,ARO:3002944,39378,428,1333,vanHD,vanHD,AAM09850.1,AY082011,glycopeptide resistance gene cluster;vanH,glycopeptide antibiotic,antibiotic target alteration
327,ARO:3000005,36014,179,824,vanD,vanD,AAM09849.1,AY082011,glycopeptide resistance gene cluster;van ligase,glycopeptide antibiotic,antibiotic target alteration
328,ARO:3003070,39600,652,1566,vanXD,vanXD,AAM09852.1,AY082011,glycopeptide resistance gene cluster;vanX,glycopeptide antibiotic,antibiotic target alteration
329,ARO:3000963,37343,1004,979,TEM-96,TEM-96,AAM22276.1,AY092401,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
330,ARO:3000969,37349,1153,543,TEM-106,TEM-106,AAM52207.1,AY101578,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
331,ARO:3000970,37350,1240,549,TEM-107,TEM-107,AAM52215.1,AY101764,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
332,ARO:3000980,37360,5900,1655,TEM-117,TEM-117,AAN05026.1,AY130282,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
333,ARO:3000941,37321,5896,1488,TEM-75,TEM-75,AAN05028.1,AY130284,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
334,ARO:3000981,37361,5899,1066,TEM-118,TEM-118,AAN05029.1,AY130285,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
335,ARO:3002475,38875,5871,1074,LEN-3,LEN-3,AAN05030.1,AY130286,LEN beta-lactamase,penam;penem,antibiotic inactivation
336,ARO:3002472,38872,5855,1503,LEN-4,LEN-4,AAN05031.1,AY130287,LEN beta-lactamase,penam;penem,antibiotic inactivation
337,ARO:3002604,39004,408,120,aadA4,aadA4,AAN34365.1,AY138986,ANT(3''),aminoglycoside antibiotic,antibiotic inactivation
338,ARO:3002608,39008,558,2043,aadA8,aadA8,AAN41439.1,AY139603,ANT(3''),aminoglycoside antibiotic,antibiotic inactivation
339,ARO:3001888,38288,1628,1371,CTX-M-26,CTX-M-26,AAN75444.1,AY157676,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation
340,ARO:3002618,39018,195,584,aadA21,aadA21,AAN87151.1,AY171244,ANT(3''),aminoglycoside antibiotic,antibiotic inactivation
341,ARO:3003848,40545,5288,2335,ADC-2,ADC-2,AAO43172.1,AY177427.1,ADC beta-lactamase without carbapenemase activity,cephalosporin,antibiotic inactivation
342,ARO:3003849,40547,5289,2336,ADC-3,ADC-3,AAO59456.1,AY178995.1,ADC beta-lactamase without carbapenemase activity,cephalosporin,antibiotic inactivation
343,ARO:3003850,40548,5290,2337,ADC-4,ADC-4,AAO59457.1,AY178996.1,ADC beta-lactamase without carbapenemase activity,cephalosporin,antibiotic inactivation
344,ARO:3001104,37484,919,788,SHV-46,SHV-46,AAO53445.1,AY210887,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
345,ARO:3001113,37493,1715,770,SHV-57,SHV-57,AAO66446.1,AY223863,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
346,ARO:3000300,36439,5171,1298,lsaA,lsaA,AAO43110.1,AY225127.1,ABC-F ATP-binding cassette ribosomal protection protein,lincosamide antibiotic;macrolide antibiotic;oxazolidinone antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin antibiotic;tetracycline antibiotic,antibiotic target protection
347,ARO:3002168,38568,1733,224,MIR-2,MIR-2,AAO42602.1,AY227752,MIR beta-lactamase,cephalosporin;monobactam,antibiotic inactivation
348,ARO:3000982,37362,1072,681,TEM-120,TEM-120,AAO85882.1,AY243512,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
349,ARO:3001102,37482,2025,1970,SHV-44,SHV-44,AAP82228.1,AY259119,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
350,ARO:3001105,37485,991,1487,SHV-48,SHV-48,AAP03063.1,AY263404,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
351,ARO:3000569,36708,4689,1584,tet(41),tet(41),AAP93922.1,AY264780.2,major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic,antibiotic efflux
352,ARO:3002477,38877,5873,200,LEN-14,LEN-14,AAP93847.1,AY265889,LEN beta-lactamase,penam;penem,antibiotic inactivation
353,ARO:3002476,38876,960,772,LEN-6,LEN-6,AAP93848.1,AY265890,LEN beta-lactamase,penam;penem,antibiotic inactivation
354,ARO:3001891,38291,1862,1930,CTX-M-29,CTX-M-29,AAP22736.1,AY267213,CTX-M beta-lactamase,cephalosporin,antibiotic inactivation
355,ARO:3000983,37363,1154,193,TEM-121,TEM-121,AAQ01671.1,AY271267,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
356,ARO:3001089,37469,990,1259,SHV-31,SHV-31,AAP33454.2,AY277255,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
357,ARO:3001107,37487,1236,1945,SHV-50,SHV-50,AAP41108.1,AY288915,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
358,ARO:3001108,37488,1316,1527,SHV-51,SHV-51,AAP41944.1,AY289548,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
359,ARO:3001796,38196,1935,1928,OXA-50,OXA-50,AAQ76277.1,AY306130,OXA beta-lactamase,cephalosporin;penam,antibiotic inactivation
360,ARO:3000984,37364,1241,365,TEM-122,TEM-122,AAQ98890.1,AY307100,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
361,ARO:3004123,41248,4100,2786,Burkholderia pseudomallei Omp38,Burkholderia pseudomallei Omp38,AAP82271,AY312416,General Bacterial Porin with reduced permeability to beta-lactams,carbapenem;cephalosporin;cephamycin;monobactam;penam;penem,reduced permeability to antibiotic
362,ARO:3000985,37365,1321,2029,TEM-123,TEM-123,AAQ93490.1,AY327539,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
363,ARO:3000986,37366,1398,1408,TEM-124,TEM-124,AAQ93491.1,AY327540,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
364,ARO:3000989,37369,1644,1770,TEM-127,TEM-127,AAR89358.1,AY368236,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
365,ARO:3000990,37370,1720,472,TEM-128,TEM-128,AAR89359.1,AY368237,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
366,ARO:3000995,37375,1953,1805,TEM-131,TEM-131,AAR10958.1,AY436361,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
367,ARO:3000996,37376,2031,68,TEM-132,TEM-132,AAR84298.1,AY491682,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
368,ARO:3002134,38534,1631,2015,DHA-3,DHA-3,AAR87489.1,AY494945,DHA beta-lactamase,cephalosporin;cephamycin,antibiotic inactivation
369,ARO:3002494,38894,1794,1878,SRT-2,SRT-2,AAS07017.3,AY524276,SRT beta-lactamase,cephalosporin,antibiotic inactivation
370,ARO:3000997,37377,844,541,TEM-133,TEM-133,AAS19171.1,AY528425,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
371,ARO:3001106,37486,1067,469,SHV-49,SHV-49,AAS98184.1,AY528718,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
372,ARO:3000391,36530,268,1554,norA,norA,AAS68233.1,AY566250,major facilitator superfamily (MFS) antibiotic efflux pump,acridine dye;fluoroquinolone antibiotic,antibiotic efflux
373,ARO:3000998,37378,925,1214,TEM-134,TEM-134,AAS79107.1,AY574271,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
374,ARO:3000975,37355,1719,359,TEM-112,TEM-112,AAS89982.1,AY589493,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
375,ARO:3000976,37356,1795,814,TEM-113,TEM-113,AAS89983.1,AY589494,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
376,ARO:3000977,37357,1879,1245,TEM-114,TEM-114,AAS89984.1,AY589495,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
377,ARO:3001110,37490,5862,890,SHV-53,SHV-53,AAT01223.1,AY590467,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
378,ARO:3000972,37352,1397,101,TEM-109,TEM-109,AAT46413.1,AY628175,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
379,ARO:3000987,37367,1489,940,TEM-125,TEM-125,AAT46414.1,AY628176,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
380,ARO:3000988,37368,1567,12,TEM-126,TEM-126,AAT45742.1,AY628199,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
381,ARO:3002456,38856,874,1084,LEN-5,LEN-5,AAU25807.1,AY633109,LEN beta-lactamase,penam;penem,antibiotic inactivation
382,ARO:3003853,40552,5295,2340,ADC-7,ADC-7,AAT70411.1,AY648950.1,ADC beta-lactamase without carbapenemase activity,cephalosporin,antibiotic inactivation
383,ARO:3000026,36035,3623,377,mepA,mepA,AAU95768.1,AY661734.1,multidrug and toxic compound extrusion (MATE) transporter,glycylcycline;tetracycline antibiotic,antibiotic efflux
384,ARO:3001088,37468,918,619,SHV-30,SHV-30,AAT75225.1,AY661885,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
385,ARO:3004191,41355,4188,2837,APH(2'')-If,APH(2'')-If,AAW34150.1,AY701528.1,APH(2''),aminoglycoside antibiotic,antibiotic inactivation
386,ARO:3002628,39028,4434,1562,aad(6),aad(6),AAU10334.1,AY712687,ANT(6),aminoglycoside antibiotic,antibiotic inactivation
387,ARO:3002464,38864,1347,434,LEN-16,LEN-16,AAU89706.1,AY743416,LEN beta-lactamase,penam;penem,antibiotic inactivation
388,ARO:3002169,38569,1810,373,MIR-3,MIR-3,AAU95779.1,AY743435,MIR beta-lactamase,cephalosporin;monobactam,antibiotic inactivation
389,ARO:3001613,38013,1692,959,OXA-64,OXA-64,AAW81336.1,AY750907,OXA beta-lactamase,cephalosporin;penam,antibiotic inactivation
390,ARO:3000533,36672,578,1680,macA,macA,AAV85981.1,AY768531,ATP-binding cassette (ABC) antibiotic efflux pump,macrolide antibiotic,antibiotic efflux
391,ARO:3000535,36674,539,487,macB,macB,AAV85982.1,AY768532,ATP-binding cassette (ABC) antibiotic efflux pump,macrolide antibiotic,antibiotic efflux
392,ARO:3003005,39439,1592,294,CfxA4,CfxA4,AAV37205.1,AY769933,CfxA beta-lactamase,cephamycin,antibiotic inactivation
393,ARO:3003096,39649,1669,833,CfxA5,CfxA5,AAV37206.1,AY769934,CfxA beta-lactamase,cephamycin,antibiotic inactivation
394,ARO:3000781,37161,1,630,adeJ,adeJ,AAX14802.1,AY769962,resistance-nodulation-cell division (RND) antibiotic efflux pump,carbapenem;cephalosporin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;lincosamide antibiotic;macrolide antibiotic;penem;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux
395,ARO:3000782,37162,674,1664,adeK,adeK,AAX14803.1,AY769962,resistance-nodulation-cell division (RND) antibiotic efflux pump,carbapenem;cephalosporin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;lincosamide antibiotic;macrolide antibiotic;penem;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux
396,ARO:3001114,37494,1791,1095,SHV-59,SHV-59,AAV66328.1,AY790341,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
397,ARO:3000565,36704,537,1835,tet(38),tet(38),AAV80464.1,AY825285,major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic,antibiotic efflux
398,ARO:3002446,38846,1041,831,OKP-B-13,OKP-B-13,AAV80715.1,AY825330,OKP beta-lactamase,cephalosporin;penam,antibiotic inactivation
399,ARO:3001000,37380,1073,1025,TEM-136,TEM-136,AAV83795.1,AY826417,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
400,ARO:3001002,37382,1242,198,TEM-138,TEM-138,AAW47922.1,AY853593,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
401,ARO:3001645,38045,1616,1551,OXA-78,OXA-78,AAW81358.1,AY862132,OXA beta-lactamase,cephalosporin;penam,antibiotic inactivation
402,ARO:3000883,37263,1488,285,TEM-11,TEM-11,AAW66604.1,AY874537,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
403,ARO:3002837,39271,110,376,lnuC,lnuC,AAY32951.1,AY928180,lincosamide nucleotidyltransferase (LNU),lincosamide antibiotic,antibiotic inactivation
404,ARO:3001004,37384,1399,1290,TEM-141,TEM-141,AAX56615.1,AY956335,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
405,ARO:3000832,37212,5466,1015,evgA,evgA,BAB36671.1,BA000007.3,major facilitator superfamily (MFS) antibiotic efflux pump;resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic;macrolide antibiotic;penam;tetracycline antibiotic,antibiotic efflux
406,ARO:3000676,37020,5476,1248,H-NS,H-NS,BAB35162.1,BA000007.3,major facilitator superfamily (MFS) antibiotic efflux pump;resistance-nodulation-cell division (RND) antibiotic efflux pump,cephalosporin;cephamycin;fluoroquinolone antibiotic;macrolide antibiotic;penam;tetracycline antibiotic,antibiotic efflux
407,ARO:3000830,37210,5407,152,cpxA,cpxA,BAB38260.1,BA000007.3,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminocoumarin antibiotic;aminoglycoside antibiotic,antibiotic efflux
408,ARO:3000746,37126,5491,856,mepR,mepR,BAB56495.1,BA000017.4,multidrug and toxic compound extrusion (MATE) transporter,glycylcycline;tetracycline antibiotic,antibiotic efflux
409,ARO:3000124,36263,4247,948,mecI,mecI,BAB41258.1,BA000018.3,methicillin resistant PBP2,carbapenem;cephalosporin;cephamycin;monobactam;penam,antibiotic target replacement
410,ARO:3000815,37195,5404,154,mgrA,mgrA,BAB41874.1,BA000018.3,ATP-binding cassette (ABC) antibiotic efflux pump;major facilitator superfamily (MFS) antibiotic efflux pump,acridine dye;cephalosporin;fluoroquinolone antibiotic;penam;peptide antibiotic;tetracycline antibiotic,antibiotic efflux
411,ARO:3003733,40388,5372,2250,fusC,fusC,CAG41812.1,BX571857.1,fusidic acid inactivation enzyme,fusidic acid,antibiotic inactivation
412,ARO:3002983,39417,5203,476,amrB,amrB,CAH35802.1,BX571965.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,aminoglycoside antibiotic,antibiotic efflux
413,ARO:3002641,39041,4475,291,APH(3')-Ia,APH(3')-Ia,CAE51638.1,BX664015.1,APH(3'),aminoglycoside antibiotic,antibiotic inactivation
414,ARO:3002460,38860,5592,514,LEN-10,LEN-10,CDA01504.1,CBBA010000184.1,LEN beta-lactamase,penam;penem,antibiotic inactivation
415,ARO:3004839,42973,5906,3635,LEN-32,LEN-32,CEL85185.1,CDMV01000010.1,LEN beta-lactamase,penam;penem,antibiotic inactivation
416,ARO:3004572,42486,5623,3276,Staphylococcys aureus LmrS,Staphylococcus aureus LmrS,AAW38464.1,CP000046.1,major facilitator superfamily (MFS) antibiotic efflux pump,aminoglycoside antibiotic;diaminopyrimidine antibiotic;macrolide antibiotic;oxazolidinone antibiotic;phenicol antibiotic,antibiotic efflux
417,ARO:3000839,37219,5398,182,arlS,arlS,ABD30512.1,CP000253.1,major facilitator superfamily (MFS) antibiotic efflux pump,acridine dye;fluoroquinolone antibiotic,antibiotic efflux
418,ARO:3003773,40447,4635,2282,Clostridium perfringens mprF,Clostridium perfringens mprF,ABG86067.1,CP000312.1,defensin resistant mprF,peptide antibiotic,antibiotic target alteration
419,ARO:3000215,36354,5486,645,mecR1,mecR1,ABQ47844.1,CP000703.1,methicillin resistant PBP2,carbapenem;cephalosporin;cephamycin;monobactam;penam,antibiotic target replacement
420,ARO:3000621,36963,4586,726,PC1 beta-lactamase (blaZ),PC1 beta-lactamase (blaZ),ABX30738.1,CP000732.1,blaZ beta-lactamase,penam,antibiotic inactivation
421,ARO:3001329,37728,4574,603,mdtG,mdtG,ABV18113.1,CP000800.1,major facilitator superfamily (MFS) antibiotic efflux pump,fosfomycin,antibiotic efflux
422,ARO:3000768,37148,4569,593,abeS,abeS,ACJ59254.1,CP001172.1,small multidrug resistance (SMR) antibiotic efflux pump,aminocoumarin antibiotic;macrolide antibiotic,antibiotic efflux
423,ARO:3000780,37160,5374,1471,adeI,adeI,ACJ41739.1,CP001182.2,resistance-nodulation-cell division (RND) antibiotic efflux pump,carbapenem;cephalosporin;diaminopyrimidine antibiotic;fluoroquinolone antibiotic;lincosamide antibiotic;macrolide antibiotic;penem;phenicol antibiotic;rifamycin antibiotic;tetracycline antibiotic,antibiotic efflux
424,ARO:3004574,42490,5314,3278,Acinetobacter baumannii AbaQ,Acinetobacter baumannii AbaQ,ACJ41547.2,CP001182.2,major facilitator superfamily (MFS) antibiotic efflux pump,fluoroquinolone antibiotic,antibiotic efflux
425,ARO:3003730,40419,5227,2278,Bifidobacteria intrinsic ileS conferring resistance to mupirocin,Bifidobacterium ileS conferring resistance to mupirocin,ADP36409.1,CP001840.1,antibiotic resistant isoleucyl-tRNA synthetase (ileS),mupirocin,antibiotic target alteration
426,ARO:3003953,40723,5260,2425,hmrM,hmrM,ADO96486.1,CP002276.1,multidrug and toxic compound extrusion (MATE) transporter,acridine dye;fluoroquinolone antibiotic,antibiotic efflux
427,ARO:3003197,39780,3329,642,aadA25,aadA25,AET15272.1,CP003022,ANT(3''),aminoglycoside antibiotic,antibiotic inactivation
428,ARO:3002647,39047,233,1332,APH(3')-IIIa,APH(3')-IIIa,AGV10830.1,CP004067,APH(3'),aminoglycoside antibiotic,antibiotic inactivation
429,ARO:3001301,37700,3534,2274,RlmA(II),RlmA(II),AJD73064.1,CP007593.1,non-erm 23S ribosomal RNA methyltransferase (G748),lincosamide antibiotic;macrolide antibiotic,antibiotic target alteration
430,ARO:3003801,40486,4627,2303,bcr-1,bcr-1,ALV80601.1,CP012901.1,major facilitator superfamily (MFS) antibiotic efflux pump,bicyclomycin,antibiotic efflux
431,ARO:3001327,37726,4682,1752,mdtK,MdtK,AML99881.1,CP014358.1,multidrug and toxic compound extrusion (MATE) transporter,fluoroquinolone antibiotic,antibiotic efflux
432,ARO:3003838,40529,4620,2324,gadW,gadW,ANK04027.1,CP015085.1,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic;macrolide antibiotic;penam,antibiotic efflux
433,ARO:3002459,38859,5358,216,LEN-9,LEN-9,AXA30439.1,CP016344.1,LEN beta-lactamase,penam;penem,antibiotic inactivation
434,ARO:3004637,42627,5440,3336,qnrE2,qnrE2,AQV34023.1,CP018961.1,quinolone resistance protein (qnr),fluoroquinolone antibiotic,antibiotic target protection
435,ARO:3000838,37218,5453,1390,arlR,arlR,ATC67679.1,CP023390.1,major facilitator superfamily (MFS) antibiotic efflux pump,acridine dye;fluoroquinolone antibiotic,antibiotic efflux
436,ARO:3002882,39316,5589,1624,lmrD,lmrD,AYV52072.1,CP033607.1,ATP-binding cassette (ABC) antibiotic efflux pump,lincosamide antibiotic,antibiotic efflux
437,ARO:3004847,42982,5915,3643,LEN-51,LEN-51,AYW19907.1,CP033631.1,LEN beta-lactamase,penam;penem,antibiotic inactivation
438,ARO:3003643,40253,5742,3547,OXA-486,OXA-486,QBY97442.1,CP038661.1,OXA beta-lactamase,cephalosporin;penam,antibiotic inactivation
439,ARO:3000778,37158,4251,1226,adeG,adeG,CAJ77857.1,CT025800.2,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic;tetracycline antibiotic,antibiotic efflux
440,ARO:3000777,37157,4252,153,adeF,adeF,CAJ77856.1,CT025801.2,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic;tetracycline antibiotic,antibiotic efflux
441,ARO:3000779,37159,4253,542,adeH,adeH,CAJ77855.1,CT025802.2,resistance-nodulation-cell division (RND) antibiotic efflux pump,fluoroquinolone antibiotic;tetracycline antibiotic,antibiotic efflux
442,ARO:3004840,42974,5907,3636,LEN-34,LEN-34,CTQ12020.1,CXPB01000032.1,LEN beta-lactamase,penam;penem,antibiotic inactivation
443,ARO:3002689,39123,486,1342,plasmid-encoded cat (pp-cat),plasmid-encoded cat (pp-cat),BAA03718.1,D16171,chloramphenicol acetyltransferase (CAT),phenicol antibiotic,antibiotic inactivation
444,ARO:3000316,36455,5188,1243,mphA,mphA,BAA03776.1,D16251.1,macrolide phosphotransferase (MPH),macrolide antibiotic,antibiotic inactivation
445,ARO:3000254,36393,65,540,emrY,emrY,BAA11237.1,D78168,major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic,antibiotic efflux
446,ARO:3000206,36345,173,609,emrK,emrK,BAA11236.1,D78168,major facilitator superfamily (MFS) antibiotic efflux pump,tetracycline antibiotic,antibiotic efflux
447,ARO:3004667,42714,5552,3367,Staphylococcus aureus norA,Staphylococcus aureus norA,BAA14147.1,D90119.1,major facilitator superfamily (MFS) antibiotic efflux pump,fluoroquinolone antibiotic,antibiotic efflux
448,ARO:3001124,37504,1485,1644,SHV-70,SHV-70,AAY42633.1,DQ013287,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
449,ARO:3001003,37383,1322,1646,TEM-139,TEM-139,AAZ23494.1,DQ072853,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
450,ARO:3001006,37386,1568,1693,TEM-143,TEM-143,AAY85632.1,DQ075245,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
451,ARO:3001012,37392,1721,589,TEM-145,TEM-145,AAZ14083.2,DQ105528,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
452,ARO:3001013,37393,1797,1154,TEM-146,TEM-146,AAZ14084.2,DQ105529,TEM beta-lactamase,cephalosporin;monobactam;penam;penem,antibiotic inactivation
453,ARO:3002473,38873,5820,3622,LEN-17,LEN-17,AAZ79401.1,DQ149134.1,LEN beta-lactamase,penam;penem,antibiotic inactivation
454,ARO:3001119,37499,992,123,SHV-64,SHV-64,ABA06586.1,DQ174304,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
455,ARO:3001120,37500,1068,1322,SHV-65,SHV-65,ABA06587.1,DQ174305,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
456,ARO:3001121,37501,1150,992,SHV-66,SHV-66,ABA06588.1,DQ174306,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
457,ARO:3001122,37502,1237,447,SHV-67,SHV-67,ABA06589.1,DQ174307,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
458,ARO:3001123,37503,1317,437,SHV-69,SHV-69,ABA06590.1,DQ174308,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
459,ARO:3001141,37521,1641,188,SHV-89,SHV-89,ABA60809.1,DQ193536,SHV beta-lactamase,carbapenem;cephalosporin;penam,antibiotic inactivation
460,ARO:3002926,39360,246,1635,vanRG,vanRG,ABA71727.1,DQ212986,glycopeptide resistance gene cluster;vanR,glycopeptide antibiotic,antibiotic target alteration
461,ARO:3002861,39295,2104,1582,dfrA5,dfrA5,ABB89122.1,DQ278190,trimethoprim resistant dihydrofolate reductase dfr,diaminopyrimidine antibiotic,antibiotic target replacement
